id_ticket,fecha,turno,id_plato,cantidad,nombre_plato,categoria
T-14152,2024-12-13,Cena,P-24,2,Nuggets de Pollo,Principal
T-10679,2024-08-07,Comida,P-02,1,Ensalada Cesar,Entrante
T-13805,2025-03-04,Cena,P-20,4,Paella de Marisco,Principal
T-16373,2025-08-01,Cena,P-07,4,Pizza Margarita,Principal
T-15701,2025-02-07,Cena,P-03,4,Pasta Carbonara IA,Principal
T-17228,2025-08-27,Cena,P-19,3,Entrecot Ternera,Principal
T-15990,2024-06-09,Cena,P-22,2,Te Verde,Bebida
T-13360,2024-07-04,Cena,P-11,1,Salmon a la Plancha,Principal
T-10474,2024-11-26,Cena,P-07,3,Pizza Margarita,Principal
T-15002,2024-01-22,Comida,P-24,2,Nuggets de Pollo,Principal
T-11561,2024-02-23,Comida,P-21,3,Cafe Solo,Bebida
T-16972,2024-08-16,Cena,P-02,3,Ensalada Cesar,Entrante
T-16656,2025-06-24,Comida,P-22,2,Te Verde,Bebida
T-12790,2024-01-01,Cena,P-01,1,Hamburguesa Smart,Principal
T-14639,2025-04-11,Comida,P-06,3,Vino Tinto Copa,Bebida
T-13255,2024-08-21,Cena,P-17,1,Brownie con Helado,Postre
T-13214,2025-12-10,Comida,P-03,2,Pasta Carbonara IA,Principal
T-14382,2024-02-29,Cena,P-03,1,Pasta Carbonara IA,Principal
T-12491,2024-01-20,Comida,P-10,1,Solomillo Iberico,Principal
T-12643,2024-02-27,Cena,P-20,4,Paella de Marisco,Principal
T-14206,2025-03-28,Comida,P-11,1,Salmon a la Plancha,Principal
T-14398,2025-03-19,Comida,P-21,4,Cafe Solo,Bebida
T-12497,2024-05-03,Cena,P-01,4,Hamburguesa Smart,Principal
T-16346,2024-06-25,Comida,P-13,3,Bacalao al Horno,Principal
T-12823,2025-07-19,Comida,P-10,4,Solomillo Iberico,Principal
T-10257,2025-03-05,Cena,P-10,2,Solomillo Iberico,Principal
T-11216,2024-05-10,Comida,P-20,1,Paella de Marisco,Principal
T-13699,2025-11-16,Comida,P-14,3,Tortilla de Patatas,Entrante
T-10686,2025-12-25,Cena,P-25,4,Canelones de Carne,Principal
T-14314,2024-06-03,Comida,P-20,4,Paella de Marisco,Principal
T-14103,2025-12-21,Cena,P-25,4,Canelones de Carne,Principal
T-16061,2024-02-19,Cena,P-17,3,Brownie con Helado,Postre
T-16640,2024-09-16,Cena,P-03,3,Pasta Carbonara IA,Principal
T-16605,2024-03-20,Comida,P-23,4,Tiramisu de la Casa,Postre
T-15746,2025-11-18,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-17061,2024-03-07,Cena,P-13,2,Bacalao al Horno,Principal
T-11869,2024-09-18,Cena,P-12,4,Risotto de Setas,Principal
T-15621,2024-04-27,Cena,P-16,4,Agua Mineral,Bebida
T-14327,2024-03-25,Comida,P-23,4,Tiramisu de la Casa,Postre
T-13983,2025-03-09,Cena,P-21,3,Cafe Solo,Bebida
T-12914,2024-06-24,Cena,P-13,4,Bacalao al Horno,Principal
T-14074,2025-12-31,Comida,P-12,2,Risotto de Setas,Principal
T-11213,2024-07-03,Comida,P-01,2,Hamburguesa Smart,Principal
T-12527,2024-06-01,Comida,P-15,1,Cerveza Artesana,Bebida
T-10020,2024-03-18,Cena,P-02,3,Ensalada Cesar,Entrante
T-17221,2025-08-09,Cena,P-04,2,Tarta de Queso Casera,Postre
T-17305,2024-02-07,Comida,P-13,4,Bacalao al Horno,Principal
T-11603,2025-06-25,Comida,P-10,1,Solomillo Iberico,Principal
T-12372,2024-03-15,Cena,P-02,3,Ensalada Cesar,Entrante
T-15163,2024-09-16,Comida,P-10,4,Solomillo Iberico,Principal
T-11542,2025-02-11,Cena,P-11,2,Salmon a la Plancha,Principal
T-12179,2025-05-31,Comida,P-25,3,Canelones de Carne,Principal
T-12043,2025-12-11,Cena,P-05,4,Refresco Cola,Bebida
T-10357,2025-09-03,Comida,P-09,3,Gazpacho Andaluz,Entrante
T-12584,2025-09-22,Cena,P-21,1,Cafe Solo,Bebida
T-16841,2024-10-29,Cena,P-25,3,Canelones de Carne,Principal
T-10559,2024-08-16,Cena,P-02,3,Ensalada Cesar,Entrante
T-12843,2024-10-12,Cena,P-17,3,Brownie con Helado,Postre
T-13326,2025-09-01,Cena,P-11,2,Salmon a la Plancha,Principal
T-14794,2025-04-14,Comida,P-04,2,Tarta de Queso Casera,Postre
T-12676,2024-01-11,Cena,P-12,4,Risotto de Setas,Principal
T-17585,2025-10-28,Comida,P-11,4,Salmon a la Plancha,Principal
T-11146,2024-06-16,Cena,P-24,1,Nuggets de Pollo,Principal
T-15490,2025-02-17,Cena,P-08,3,Croquetas de Jamon,Entrante
T-15334,2025-03-29,Cena,P-21,3,Cafe Solo,Bebida
T-15815,2024-02-20,Cena,P-07,2,Pizza Margarita,Principal
T-17120,2025-03-18,Cena,P-05,1,Refresco Cola,Bebida
T-11440,2024-02-27,Cena,P-22,4,Te Verde,Bebida
T-10554,2024-12-30,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-12472,2024-04-19,Comida,P-17,2,Brownie con Helado,Postre
T-11153,2024-03-01,Comida,P-12,2,Risotto de Setas,Principal
T-15032,2024-10-22,Cena,P-02,2,Ensalada Cesar,Entrante
T-16060,2024-03-15,Cena,P-20,2,Paella de Marisco,Principal
T-10031,2025-06-28,Cena,P-06,2,Vino Tinto Copa,Bebida
T-12054,2025-09-11,Comida,P-24,1,Nuggets de Pollo,Principal
T-10257,2024-11-08,Cena,P-22,3,Te Verde,Bebida
T-17976,2025-10-16,Cena,P-16,1,Agua Mineral,Bebida
T-15093,2025-07-04,Cena,P-17,1,Brownie con Helado,Postre
T-17516,2024-05-07,Cena,P-11,1,Salmon a la Plancha,Principal
T-17400,2024-09-09,Cena,P-07,3,Pizza Margarita,Principal
T-12945,2024-08-13,Comida,P-22,4,Te Verde,Bebida
T-11673,2024-04-05,Cena,P-06,1,Vino Tinto Copa,Bebida
T-15876,2024-05-12,Comida,P-22,3,Te Verde,Bebida
T-17481,2024-12-01,Cena,P-24,1,Nuggets de Pollo,Principal
T-16867,2025-08-17,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-14736,2024-01-04,Cena,P-07,3,Pizza Margarita,Principal
T-17182,2025-10-01,Cena,P-13,2,Bacalao al Horno,Principal
T-10934,2024-05-23,Comida,P-15,3,Cerveza Artesana,Bebida
T-15281,2024-03-31,Comida,P-14,3,Tortilla de Patatas,Entrante
T-10470,2024-05-28,Cena,P-06,1,Vino Tinto Copa,Bebida
T-17134,2025-10-22,Comida,P-09,3,Gazpacho Andaluz,Entrante
T-11116,2024-12-22,Cena,P-21,1,Cafe Solo,Bebida
T-13492,2024-10-06,Comida,P-11,1,Salmon a la Plancha,Principal
T-11010,2025-08-13,Comida,P-08,3,Croquetas de Jamon,Entrante
T-16501,2025-03-10,Comida,P-08,4,Croquetas de Jamon,Entrante
T-16108,2024-09-07,Comida,P-23,3,Tiramisu de la Casa,Postre
T-13074,2025-12-14,Cena,P-21,4,Cafe Solo,Bebida
T-13627,2024-05-07,Cena,P-05,4,Refresco Cola,Bebida
T-17611,2025-03-10,Cena,P-07,4,Pizza Margarita,Principal
T-13407,2025-10-23,Cena,P-12,4,Risotto de Setas,Principal
T-17153,2025-10-19,Cena,P-22,2,Te Verde,Bebida
T-15339,2025-12-28,Comida,P-14,3,Tortilla de Patatas,Entrante
T-12993,2024-08-17,Cena,P-22,3,Te Verde,Bebida
T-10819,2025-10-18,Cena,P-19,4,Entrecot Ternera,Principal
T-10704,2025-09-18,Cena,P-08,3,Croquetas de Jamon,Entrante
T-13284,2025-06-30,Comida,P-06,1,Vino Tinto Copa,Bebida
T-14967,2024-04-07,Cena,P-02,4,Ensalada Cesar,Entrante
T-16709,2024-07-09,Cena,P-08,3,Croquetas de Jamon,Entrante
T-15634,2024-05-31,Cena,P-14,4,Tortilla de Patatas,Entrante
T-16404,2024-10-25,Comida,P-19,2,Entrecot Ternera,Principal
T-15485,2024-03-29,Cena,P-21,3,Cafe Solo,Bebida
T-14525,2025-06-27,Cena,P-03,1,Pasta Carbonara IA,Principal
T-14122,2024-11-16,Comida,P-04,2,Tarta de Queso Casera,Postre
T-17009,2024-06-14,Comida,P-23,2,Tiramisu de la Casa,Postre
T-13855,2024-10-20,Comida,P-12,2,Risotto de Setas,Principal
T-10934,2024-02-09,Comida,P-15,1,Cerveza Artesana,Bebida
T-13147,2024-06-25,Comida,P-21,2,Cafe Solo,Bebida
T-16685,2025-12-04,Comida,P-04,3,Tarta de Queso Casera,Postre
T-12642,2024-02-05,Comida,P-14,1,Tortilla de Patatas,Entrante
T-15167,2025-01-19,Cena,P-06,4,Vino Tinto Copa,Bebida
T-11308,2025-10-17,Comida,P-13,1,Bacalao al Horno,Principal
T-11756,2024-02-05,Cena,P-20,4,Paella de Marisco,Principal
T-13463,2024-05-11,Comida,P-13,4,Bacalao al Horno,Principal
T-16461,2024-09-23,Cena,P-11,3,Salmon a la Plancha,Principal
T-15875,2024-01-01,Comida,P-24,1,Nuggets de Pollo,Principal
T-14996,2024-02-27,Cena,P-13,3,Bacalao al Horno,Principal
T-15184,2025-03-14,Cena,P-16,4,Agua Mineral,Bebida
T-16302,2024-11-03,Cena,P-17,2,Brownie con Helado,Postre
T-13396,2025-06-22,Cena,P-13,3,Bacalao al Horno,Principal
T-15874,2025-11-06,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-13426,2024-07-09,Comida,P-14,2,Tortilla de Patatas,Entrante
T-15768,2024-06-09,Cena,P-11,4,Salmon a la Plancha,Principal
T-12676,2025-06-15,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-11814,2024-03-08,Cena,P-02,3,Ensalada Cesar,Entrante
T-11576,2025-10-03,Comida,P-17,3,Brownie con Helado,Postre
T-14816,2025-03-25,Comida,P-16,1,Agua Mineral,Bebida
T-14857,2025-01-09,Cena,P-24,1,Nuggets de Pollo,Principal
T-10644,2024-04-11,Cena,P-07,1,Pizza Margarita,Principal
T-10080,2024-07-29,Comida,P-05,4,Refresco Cola,Bebida
T-15315,2025-01-11,Cena,P-18,1,Ensaladilla Rusa,Entrante
T-16858,2025-02-22,Cena,P-04,4,Tarta de Queso Casera,Postre
T-12586,2024-08-15,Comida,P-03,4,Pasta Carbonara IA,Principal
T-17031,2024-06-22,Comida,P-02,1,Ensalada Cesar,Entrante
T-13274,2025-07-27,Cena,P-15,1,Cerveza Artesana,Bebida
T-10520,2025-03-28,Comida,P-03,3,Pasta Carbonara IA,Principal
T-17146,2025-12-09,Cena,P-19,2,Entrecot Ternera,Principal
T-16331,2024-07-19,Comida,P-25,2,Canelones de Carne,Principal
T-13467,2024-07-26,Comida,P-17,2,Brownie con Helado,Postre
T-11576,2025-03-16,Comida,P-25,1,Canelones de Carne,Principal
T-17126,2025-04-02,Cena,P-08,3,Croquetas de Jamon,Entrante
T-16392,2025-03-04,Cena,P-06,2,Vino Tinto Copa,Bebida
T-12163,2025-12-12,Comida,P-07,2,Pizza Margarita,Principal
T-16048,2025-08-23,Cena,P-08,3,Croquetas de Jamon,Entrante
T-15342,2024-04-10,Cena,P-17,2,Brownie con Helado,Postre
T-15506,2024-02-10,Comida,P-05,2,Refresco Cola,Bebida
T-16399,2024-09-12,Comida,P-22,1,Te Verde,Bebida
T-16118,2024-10-03,Cena,P-21,1,Cafe Solo,Bebida
T-17787,2024-09-01,Cena,P-08,3,Croquetas de Jamon,Entrante
T-10657,2025-10-12,Cena,P-17,2,Brownie con Helado,Postre
T-16501,2025-02-05,Cena,P-12,3,Risotto de Setas,Principal
T-16008,2025-10-27,Cena,P-25,4,Canelones de Carne,Principal
T-17348,2025-04-14,Comida,P-23,1,Tiramisu de la Casa,Postre
T-14328,2025-06-21,Cena,P-20,2,Paella de Marisco,Principal
T-16545,2025-08-21,Comida,P-05,3,Refresco Cola,Bebida
T-11324,2024-01-28,Cena,P-12,3,Risotto de Setas,Principal
T-12885,2025-02-07,Cena,P-16,3,Agua Mineral,Bebida
T-15212,2024-12-26,Cena,P-19,3,Entrecot Ternera,Principal
T-11468,2025-01-29,Comida,P-23,4,Tiramisu de la Casa,Postre
T-12290,2024-05-26,Cena,P-15,3,Cerveza Artesana,Bebida
T-16320,2024-07-22,Cena,P-14,1,Tortilla de Patatas,Entrante
T-10407,2025-04-17,Comida,P-19,3,Entrecot Ternera,Principal
T-14853,2024-07-29,Cena,P-25,3,Canelones de Carne,Principal
T-13282,2025-05-31,Cena,P-07,4,Pizza Margarita,Principal
T-12469,2025-02-22,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-15720,2025-06-13,Cena,P-07,1,Pizza Margarita,Principal
T-15677,2024-12-20,Comida,P-19,4,Entrecot Ternera,Principal
T-10694,2025-03-14,Comida,P-12,1,Risotto de Setas,Principal
T-17501,2024-07-02,Cena,P-19,2,Entrecot Ternera,Principal
T-14458,2024-12-13,Comida,P-02,2,Ensalada Cesar,Entrante
T-13650,2024-05-21,Cena,P-04,1,Tarta de Queso Casera,Postre
T-10980,2024-11-14,Cena,P-10,2,Solomillo Iberico,Principal
T-12354,2024-05-15,Comida,P-03,2,Pasta Carbonara IA,Principal
T-14937,2025-09-23,Cena,P-11,3,Salmon a la Plancha,Principal
T-17567,2024-03-21,Cena,P-19,3,Entrecot Ternera,Principal
T-13516,2024-04-13,Cena,P-01,4,Hamburguesa Smart,Principal
T-11129,2024-12-07,Cena,P-01,3,Hamburguesa Smart,Principal
T-16256,2024-10-11,Cena,P-02,1,Ensalada Cesar,Entrante
T-13736,2025-03-01,Cena,P-03,4,Pasta Carbonara IA,Principal
T-11493,2025-07-31,Comida,P-20,1,Paella de Marisco,Principal
T-13045,2025-03-07,Comida,P-10,3,Solomillo Iberico,Principal
T-13183,2024-12-27,Comida,P-02,2,Ensalada Cesar,Entrante
T-12222,2024-03-18,Comida,P-06,4,Vino Tinto Copa,Bebida
T-14387,2025-09-07,Comida,P-11,2,Salmon a la Plancha,Principal
T-14211,2025-02-06,Comida,P-04,1,Tarta de Queso Casera,Postre
T-12713,2024-11-14,Cena,P-20,3,Paella de Marisco,Principal
T-11618,2025-09-15,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-16003,2025-04-21,Comida,P-12,4,Risotto de Setas,Principal
T-10376,2024-11-23,Cena,P-16,4,Agua Mineral,Bebida
T-16425,2024-01-15,Comida,P-21,2,Cafe Solo,Bebida
T-10817,2024-10-01,Comida,P-14,1,Tortilla de Patatas,Entrante
T-15679,2024-03-22,Comida,P-03,1,Pasta Carbonara IA,Principal
T-11994,2024-03-31,Comida,P-12,2,Risotto de Setas,Principal
T-17790,2025-01-21,Comida,P-24,1,Nuggets de Pollo,Principal
T-17262,2025-03-17,Cena,P-20,2,Paella de Marisco,Principal
T-14148,2024-04-13,Cena,P-03,1,Pasta Carbonara IA,Principal
T-13141,2024-12-23,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-16212,2025-11-15,Comida,P-24,1,Nuggets de Pollo,Principal
T-12540,2025-01-28,Comida,P-02,2,Ensalada Cesar,Entrante
T-16234,2025-10-14,Comida,P-24,3,Nuggets de Pollo,Principal
T-13216,2024-06-26,Cena,P-08,4,Croquetas de Jamon,Entrante
T-12154,2025-07-17,Comida,P-12,1,Risotto de Setas,Principal
T-17437,2024-12-05,Comida,P-25,2,Canelones de Carne,Principal
T-17872,2024-07-04,Comida,P-13,3,Bacalao al Horno,Principal
T-14675,2025-04-05,Cena,P-08,4,Croquetas de Jamon,Entrante
T-12668,2024-06-05,Comida,P-14,3,Tortilla de Patatas,Entrante
T-14456,2025-12-14,Cena,P-04,1,Tarta de Queso Casera,Postre
T-10564,2025-09-19,Comida,P-05,1,Refresco Cola,Bebida
T-10695,2024-02-08,Comida,P-25,4,Canelones de Carne,Principal
T-14701,2024-06-16,Cena,P-24,4,Nuggets de Pollo,Principal
T-16042,2025-10-06,Comida,P-23,2,Tiramisu de la Casa,Postre
T-12457,2025-01-18,Cena,P-16,3,Agua Mineral,Bebida
T-11981,2025-12-01,Comida,P-11,3,Salmon a la Plancha,Principal
T-11591,2024-03-08,Cena,P-19,1,Entrecot Ternera,Principal
T-13307,2024-01-09,Cena,P-16,3,Agua Mineral,Bebida
T-12374,2024-05-10,Comida,P-25,1,Canelones de Carne,Principal
T-17863,2025-05-31,Cena,P-14,3,Tortilla de Patatas,Entrante
T-12147,2025-09-19,Cena,P-19,1,Entrecot Ternera,Principal
T-14481,2024-03-04,Comida,P-03,2,Pasta Carbonara IA,Principal
T-15407,2024-12-13,Cena,P-13,2,Bacalao al Horno,Principal
T-10965,2025-03-05,Cena,P-05,2,Refresco Cola,Bebida
T-17949,2024-03-27,Cena,P-22,3,Te Verde,Bebida
T-17653,2025-09-03,Cena,P-10,1,Solomillo Iberico,Principal
T-16163,2025-11-21,Cena,P-20,3,Paella de Marisco,Principal
T-16424,2024-01-22,Cena,P-08,3,Croquetas de Jamon,Entrante
T-14480,2024-08-07,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-16719,2024-09-30,Cena,P-06,2,Vino Tinto Copa,Bebida
T-14924,2025-06-30,Cena,P-01,3,Hamburguesa Smart,Principal
T-14041,2024-02-16,Cena,P-17,2,Brownie con Helado,Postre
T-10446,2024-05-05,Comida,P-06,4,Vino Tinto Copa,Bebida
T-17041,2024-07-28,Comida,P-21,2,Cafe Solo,Bebida
T-13611,2025-05-10,Cena,P-07,1,Pizza Margarita,Principal
T-10261,2025-07-17,Cena,P-08,1,Croquetas de Jamon,Entrante
T-13838,2025-08-24,Cena,P-08,3,Croquetas de Jamon,Entrante
T-13582,2024-03-20,Comida,P-08,1,Croquetas de Jamon,Entrante
T-10470,2025-08-15,Cena,P-03,2,Pasta Carbonara IA,Principal
T-17601,2024-07-15,Cena,P-11,2,Salmon a la Plancha,Principal
T-13279,2025-06-09,Cena,P-24,1,Nuggets de Pollo,Principal
T-10723,2024-08-20,Cena,P-04,1,Tarta de Queso Casera,Postre
T-10673,2025-01-17,Comida,P-16,1,Agua Mineral,Bebida
T-12769,2024-10-09,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-17846,2025-02-05,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-10806,2025-01-07,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-11318,2025-09-03,Cena,P-19,2,Entrecot Ternera,Principal
T-15795,2025-12-25,Cena,P-17,4,Brownie con Helado,Postre
T-12435,2025-12-30,Cena,P-24,2,Nuggets de Pollo,Principal
T-12406,2025-10-14,Cena,P-24,1,Nuggets de Pollo,Principal
T-16908,2025-09-11,Cena,P-21,4,Cafe Solo,Bebida
T-16358,2024-11-04,Cena,P-11,1,Salmon a la Plancha,Principal
T-14098,2025-05-09,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-16453,2024-05-14,Cena,P-17,2,Brownie con Helado,Postre
T-16354,2025-08-01,Comida,P-17,1,Brownie con Helado,Postre
T-14061,2024-02-13,Comida,P-08,2,Croquetas de Jamon,Entrante
T-17395,2024-07-26,Cena,P-07,1,Pizza Margarita,Principal
T-16448,2025-12-30,Comida,P-08,4,Croquetas de Jamon,Entrante
T-15639,2025-06-06,Cena,P-23,1,Tiramisu de la Casa,Postre
T-11928,2024-02-28,Comida,P-09,2,Gazpacho Andaluz,Entrante
T-12356,2024-05-30,Comida,P-10,2,Solomillo Iberico,Principal
T-13213,2024-08-02,Cena,P-23,1,Tiramisu de la Casa,Postre
T-14690,2024-06-22,Comida,P-07,4,Pizza Margarita,Principal
T-12116,2024-01-08,Comida,P-22,2,Te Verde,Bebida
T-14723,2025-12-19,Comida,P-10,1,Solomillo Iberico,Principal
T-11238,2024-02-13,Cena,P-13,3,Bacalao al Horno,Principal
T-15704,2025-01-04,Comida,P-02,1,Ensalada Cesar,Entrante
T-12412,2025-11-08,Comida,P-08,4,Croquetas de Jamon,Entrante
T-11545,2025-08-21,Cena,P-15,3,Cerveza Artesana,Bebida
T-11084,2025-08-25,Cena,P-14,1,Tortilla de Patatas,Entrante
T-10829,2024-12-16,Cena,P-02,1,Ensalada Cesar,Entrante
T-16902,2024-06-06,Comida,P-10,4,Solomillo Iberico,Principal
T-15601,2025-04-14,Comida,P-17,3,Brownie con Helado,Postre
T-15076,2024-09-07,Comida,P-07,4,Pizza Margarita,Principal
T-13118,2024-09-09,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-14035,2024-12-28,Comida,P-16,1,Agua Mineral,Bebida
T-17167,2025-08-09,Cena,P-21,2,Cafe Solo,Bebida
T-12022,2025-06-09,Comida,P-05,1,Refresco Cola,Bebida
T-12940,2024-10-30,Comida,P-09,3,Gazpacho Andaluz,Entrante
T-10107,2024-05-31,Comida,P-05,4,Refresco Cola,Bebida
T-11284,2024-08-02,Cena,P-17,2,Brownie con Helado,Postre
T-10423,2025-07-25,Cena,P-04,4,Tarta de Queso Casera,Postre
T-10084,2025-08-31,Cena,P-04,3,Tarta de Queso Casera,Postre
T-11402,2025-10-17,Cena,P-02,3,Ensalada Cesar,Entrante
T-11081,2025-04-16,Comida,P-02,3,Ensalada Cesar,Entrante
T-13453,2024-01-12,Cena,P-16,4,Agua Mineral,Bebida
T-14461,2024-04-19,Cena,P-20,1,Paella de Marisco,Principal
T-17427,2024-11-20,Comida,P-06,4,Vino Tinto Copa,Bebida
T-17711,2024-05-25,Cena,P-01,4,Hamburguesa Smart,Principal
T-16563,2024-09-12,Cena,P-08,4,Croquetas de Jamon,Entrante
T-11920,2024-04-14,Cena,P-10,4,Solomillo Iberico,Principal
T-17287,2024-10-11,Comida,P-24,1,Nuggets de Pollo,Principal
T-15360,2025-06-13,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-17139,2025-12-13,Cena,P-21,3,Cafe Solo,Bebida
T-16422,2025-03-10,Cena,P-10,1,Solomillo Iberico,Principal
T-14745,2024-07-31,Cena,P-04,2,Tarta de Queso Casera,Postre
T-12771,2025-07-15,Comida,P-13,1,Bacalao al Horno,Principal
T-16739,2024-11-06,Cena,P-06,1,Vino Tinto Copa,Bebida
T-11367,2024-02-12,Cena,P-06,2,Vino Tinto Copa,Bebida
T-17780,2024-09-14,Comida,P-14,2,Tortilla de Patatas,Entrante
T-11424,2024-06-04,Comida,P-22,4,Te Verde,Bebida
T-10055,2025-08-20,Cena,P-14,3,Tortilla de Patatas,Entrante
T-15918,2025-05-29,Cena,P-06,4,Vino Tinto Copa,Bebida
T-16666,2024-12-12,Cena,P-16,3,Agua Mineral,Bebida
T-17792,2025-09-12,Cena,P-24,2,Nuggets de Pollo,Principal
T-16799,2025-02-17,Cena,P-19,4,Entrecot Ternera,Principal
T-15053,2025-12-21,Comida,P-12,1,Risotto de Setas,Principal
T-16975,2024-09-04,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-10477,2024-06-13,Cena,P-25,2,Canelones de Carne,Principal
T-14908,2024-04-07,Cena,P-05,1,Refresco Cola,Bebida
T-16846,2025-07-23,Comida,P-13,2,Bacalao al Horno,Principal
T-10431,2025-07-18,Cena,P-14,1,Tortilla de Patatas,Entrante
T-13164,2024-10-28,Comida,P-04,2,Tarta de Queso Casera,Postre
T-10041,2025-09-02,Cena,P-24,4,Nuggets de Pollo,Principal
T-15973,2024-02-08,Cena,P-13,4,Bacalao al Horno,Principal
T-10837,2024-10-13,Comida,P-17,1,Brownie con Helado,Postre
T-10445,2024-08-21,Cena,P-06,1,Vino Tinto Copa,Bebida
T-14744,2024-11-22,Comida,P-21,1,Cafe Solo,Bebida
T-15445,2025-12-27,Cena,P-15,4,Cerveza Artesana,Bebida
T-11778,2025-09-08,Cena,P-17,2,Brownie con Helado,Postre
T-14743,2024-12-23,Cena,P-15,3,Cerveza Artesana,Bebida
T-14503,2024-07-24,Cena,P-07,1,Pizza Margarita,Principal
T-12759,2025-01-27,Comida,P-21,2,Cafe Solo,Bebida
T-11640,2025-03-21,Cena,P-13,2,Bacalao al Horno,Principal
T-15600,2024-06-19,Comida,P-04,4,Tarta de Queso Casera,Postre
T-13214,2025-10-20,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-14949,2024-02-05,Cena,P-05,1,Refresco Cola,Bebida
T-13411,2025-02-20,Cena,P-14,2,Tortilla de Patatas,Entrante
T-11003,2024-12-20,Comida,P-15,1,Cerveza Artesana,Bebida
T-13946,2024-03-22,Comida,P-19,2,Entrecot Ternera,Principal
T-13012,2024-05-20,Comida,P-02,4,Ensalada Cesar,Entrante
T-10429,2025-06-19,Comida,P-18,2,Ensaladilla Rusa,Entrante
T-17849,2025-09-12,Comida,P-17,1,Brownie con Helado,Postre
T-11606,2025-06-15,Cena,P-01,1,Hamburguesa Smart,Principal
T-11842,2024-06-21,Comida,P-11,2,Salmon a la Plancha,Principal
T-17738,2025-02-05,Cena,P-19,4,Entrecot Ternera,Principal
T-15289,2025-06-12,Comida,P-22,4,Te Verde,Bebida
T-15291,2024-02-14,Cena,P-10,2,Solomillo Iberico,Principal
T-14624,2024-07-12,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-11347,2025-07-19,Comida,P-09,1,Gazpacho Andaluz,Entrante
T-13171,2024-05-16,Cena,P-05,1,Refresco Cola,Bebida
T-14816,2025-06-08,Cena,P-05,4,Refresco Cola,Bebida
T-16387,2025-05-10,Comida,P-21,2,Cafe Solo,Bebida
T-12470,2025-02-23,Comida,P-24,4,Nuggets de Pollo,Principal
T-15825,2025-04-25,Cena,P-03,2,Pasta Carbonara IA,Principal
T-12461,2025-05-12,Cena,P-20,1,Paella de Marisco,Principal
T-12768,2024-08-12,Cena,P-02,4,Ensalada Cesar,Entrante
T-11730,2024-08-29,Cena,P-24,2,Nuggets de Pollo,Principal
T-13038,2025-07-08,Cena,P-25,2,Canelones de Carne,Principal
T-10612,2025-09-17,Cena,P-12,3,Risotto de Setas,Principal
T-17790,2024-05-03,Comida,P-05,2,Refresco Cola,Bebida
T-17859,2025-10-02,Comida,P-19,1,Entrecot Ternera,Principal
T-13603,2025-12-29,Cena,P-03,4,Pasta Carbonara IA,Principal
T-16647,2024-03-30,Comida,P-13,3,Bacalao al Horno,Principal
T-17655,2025-05-17,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-15781,2025-11-22,Cena,P-05,1,Refresco Cola,Bebida
T-14663,2024-06-29,Cena,P-16,4,Agua Mineral,Bebida
T-15471,2025-04-02,Cena,P-06,1,Vino Tinto Copa,Bebida
T-14186,2024-09-03,Cena,P-21,1,Cafe Solo,Bebida
T-17383,2025-03-12,Cena,P-12,1,Risotto de Setas,Principal
T-17097,2025-03-24,Cena,P-05,4,Refresco Cola,Bebida
T-16825,2025-05-06,Cena,P-19,3,Entrecot Ternera,Principal
T-15917,2025-09-09,Cena,P-13,3,Bacalao al Horno,Principal
T-14451,2025-12-17,Cena,P-03,1,Pasta Carbonara IA,Principal
T-17516,2024-08-15,Cena,P-13,3,Bacalao al Horno,Principal
T-14156,2025-12-16,Cena,P-19,3,Entrecot Ternera,Principal
T-12307,2024-06-26,Cena,P-25,1,Canelones de Carne,Principal
T-12286,2025-07-15,Comida,P-20,1,Paella de Marisco,Principal
T-10293,2025-07-20,Comida,P-22,4,Te Verde,Bebida
T-14038,2024-04-03,Cena,P-25,1,Canelones de Carne,Principal
T-13060,2025-02-06,Cena,P-21,1,Cafe Solo,Bebida
T-12777,2024-09-27,Cena,P-08,3,Croquetas de Jamon,Entrante
T-17463,2025-01-02,Cena,P-22,1,Te Verde,Bebida
T-11618,2024-02-19,Cena,P-06,1,Vino Tinto Copa,Bebida
T-14190,2024-08-03,Cena,P-24,1,Nuggets de Pollo,Principal
T-11461,2024-06-29,Comida,P-03,4,Pasta Carbonara IA,Principal
T-17664,2024-04-21,Cena,P-24,3,Nuggets de Pollo,Principal
